language,class_id,lesson_id,current_lesson_compound,message,lesson_url_free,lesson_url_premium,next_lesson_id
pt,2,4,pt2lesson4,"Drama, comédia e muito mais. Hoje aprendemos gêneros de filmes!",https://englishletics.github.io/daily/lessons/class2/lesson04.html,https://englishletics.github.io/premium/lessons/class2/lesson04.html,5
pt,2,5,pt2lesson5,"Irmão, irmã, pai, mãe e muito mais. Hoje aprendemos tudo sobre família em inglês.",https://englishletics.github.io/daily/lessons/class2/lesson05.html,https://englishletics.github.io/premium/lessons/class2/lesson05.html,6
pt,2,6,pt2lesson6,Hoje aprendemos sobre o mundo. Para onde você gostaria de viajar?,https://englishletics.github.io/daily/lessons/class2/lesson06.html,https://englishletics.github.io/premium/lessons/class2/lesson06.html,7
pt,2,7,pt2lesson7,O que você queria ser quando era criança? Vamos falar sobre trabalhos dos sonhos.,https://englishletics.github.io/daily/lessons/class2/lesson07.html,https://englishletics.github.io/premium/lessons/class2/lesson07.html,8
pt,2,8,pt2lesson8,Na última lição conversamos sobre sonhos .Hoje falamos sobre a realidade: rotina de trabalho!,https://englishletics.github.io/daily/lessons/class2/lesson08.html,https://englishletics.github.io/premium/lessons/class2/lesson08.html,9
pt,2,9,pt2lesson9,"Você dominou a lição anterior sobre o trabalho? Hoje, vamos fazer compras!",https://englishletics.github.io/daily/lessons/class2/lesson09.html,https://englishletics.github.io/premium/lessons/class2/lesson09.html,10
pt,2,10,pt2lesson10,"Hoje, estamos praticando interações com amigos. Amizade!",https://englishletics.github.io/daily/lessons/class2/lesson10.html,https://englishletics.github.io/premium/lessons/class2/lesson10.html,11
pt,2,11,pt2lesson11,"Um tempinho atrás, aprendemos adjetivos. Hoje, aprendemos algo semelhante: como descrever a aparência.",https://englishletics.github.io/daily/lessons/class2/lesson11.html,https://englishletics.github.io/premium/lessons/class2/lesson11.html,12
pt,2,12,pt2lesson12,Você é engraçado e inteligente? Vamos falar sobre todo tipo de personalidade.,https://englishletics.github.io/daily/lessons/class2/lesson12.html,https://englishletics.github.io/premium/lessons/class2/lesson12.html,13
pt,2,13,pt2lesson13,"Como foi a última lição sobre a personalidade? Hoje, entramos em mais detalhes sobre isso.",https://englishletics.github.io/daily/lessons/class2/lesson13.html,https://englishletics.github.io/premium/lessons/class2/lesson13.html,14
pt,2,14,pt2lesson14,Aprendemos mais sobre amizade hoje.,https://englishletics.github.io/daily/lessons/class2/lesson14.html,https://englishletics.github.io/premium/lessons/class2/lesson14.html,15
pt,2,15,pt2lesson15,Hoje aprendemos todos os termos e frases ligados ao amor.,https://englishletics.github.io/daily/lessons/class2/lesson15.html,https://englishletics.github.io/premium/lessons/class2/lesson15.html,16
pt,2,16,pt2lesson16,Mais amor por favor! Vamos ver exemplos mais elaborados de 'love' = 'amor'.,https://englishletics.github.io/daily/lessons/class2/lesson16.html,https://englishletics.github.io/premium/lessons/class2/lesson16.html,17
pt,2,17,pt2lesson17,A vida universitária é o assunto de hoje. Aprenda frases e os títulos de vários estudos.,https://englishletics.github.io/daily/lessons/class2/lesson17.html,https://englishletics.github.io/premium/lessons/class2/lesson17.html,18
pt,2,18,pt2lesson18,"Recentemente aprendemos muito sobre o amor, e hoje falamos um pouco mais sobre todos os sentimentos.",https://englishletics.github.io/daily/lessons/class2/lesson18.html,https://englishletics.github.io/premium/lessons/class2/lesson18.html,19
pt,2,19,pt2lesson19,Como foi a última lição sobre os sentimentos? Hoje vamos mais para o fundo.,https://englishletics.github.io/daily/lessons/class2/lesson19.html,https://englishletics.github.io/premium/lessons/class2/lesson19.html,20
pt,2,20,pt2lesson20,"Estar apto e saudável é importante. Hoje, falamos sobre um estilo de vida saudável.",https://englishletics.github.io/daily/lessons/class2/lesson20.html,https://englishletics.github.io/premium/lessons/class2/lesson20.html,21
pt,2,21,pt2lesson21,"Na última lição você aprendeu sobre manter-se saudável, mas hoje aprendemos o que dizer quando não conseguimos. Falamos sobre doença.",https://englishletics.github.io/daily/lessons/class2/lesson21.html,https://englishletics.github.io/premium/lessons/class2/lesson21.html,22
pt,2,22,pt2lesson22,Para o que é a sua cidade natal conhecida? Vamos aprender a descrever sua cidade natal!,https://englishletics.github.io/daily/lessons/class2/lesson22.html,https://englishletics.github.io/premium/lessons/class2/lesson22.html,23
pt,2,23,pt2lesson23,"Há algum tempinho, conversamos sobre rotina de trabalho. Esperamos que você aprendou essa lição bem! Hoje falamos de emprego.",https://englishletics.github.io/daily/lessons/class2/lesson23.html,https://englishletics.github.io/premium/lessons/class2/lesson23.html,24
pt,2,24,pt2lesson24,Qual é sua comida favorita? Qual é sua bebida favorita? Esse é o tema de hoje!,https://englishletics.github.io/daily/lessons/class2/lesson24.html,https://englishletics.github.io/premium/lessons/class2/lesson24.html,25
pt,2,25,pt2lesson25,Os verbos phrasais são muito importantes para a comunicação diária em inglês. Vamos ver alguns exemplos!,https://englishletics.github.io/daily/lessons/class2/lesson25.html,https://englishletics.github.io/premium/lessons/class2/lesson25.html,
